image_path,source_dataset,source_class,canonical_class,crop,original_filename
/home/hari/Professional/Projects/Plant Disease Predictor/plant_disease_project/raw/Multicrop Disease Dataset/test/images/Yellow-and-Black-Sigatoka-893-_jpg.rf.f50aebb098de335e68c01ec24f44ca8f.jpg,Multicrop/test,banana_yb_sigatoka,Banana - Yb sigatoka,Banana,Yellow-and-Black-Sigatoka-893-_jpg.rf.f50aebb098de335e68c01ec24f44ca8f.jpg
/home/hari/Professional/Projects/Plant Disease Predictor/plant_disease_project/raw/Multicrop Disease Dataset/test/images/IMG-97-_jpg.rf.8530f26d6f973c062c536475b1af93d9.jpg,Multicrop/test,banana_healthy,Banana - Healthy,Banana,IMG-97-_jpg.rf.8530f26d6f973c062c536475b1af93d9.jpg
/home/hari/Professional/Projects/Plant Disease Predictor/plant_disease_project/raw/Multicrop Disease Dataset/test/images/Early-Rust-940-_jpg.rf.21c8c6ae38aca49d18f877640649bb33.jpg,Multicrop/test,groundnut_early_rust,Groundnut - Early rust,Groundnut,Early-Rust-940-_jpg.rf.21c8c6ae38aca49d18f877640649bb33.jpg
/home/hari/Professional/Projects/Plant Disease Predictor/plant_disease_project/raw/Multicrop Disease Dataset/test/images/Moko-421-_jpg.rf.05ba0c6dd0c214ac3326fe179eaea70f.jpg,Multicrop/test,banana_moko,Banana - Moko,Banana,Moko-421-_jpg.rf.05ba0c6dd0c214ac3326fe179eaea70f.jpg
/home/hari/Professional/Projects/Plant Disease Predictor/plant_disease_project/raw/Multicrop Disease Dataset/test/images/Rust-970-_jpg.rf.5bbe71ddcc8ad2c1ba602f67e3ccad47.jpg,Multicrop/test,groundnut_rust,Groundnut - Rust,Groundnut,Rust-970-_jpg.rf.5bbe71ddcc8ad2c1ba602f67e3ccad47.jpg
/home/hari/Professional/Projects/Plant Disease Predictor/plant_disease_project/raw/Multicrop Disease Dataset/test/images/IMG-87-_jpg.rf.8421e6007317fdd3f460650ee7eb5468.jpg,Multicrop/test,radish_healthy,Radish - Healthy,Radish,IMG-87-_jpg.rf.8421e6007317fdd3f460650ee7eb5468.jpg
/home/hari/Professional/Projects/Plant Disease Predictor/plant_disease_project/raw/Multicrop Disease Dataset/test/images/IMG-66-_jpeg.rf.7f7b588934aaf15fb98268abf1968a6c.jpg,Multicrop/test,banana_healthy,Banana - Healthy,Banana,IMG-66-_jpeg.rf.7f7b588934aaf15fb98268abf1968a6c.jpg
/home/hari/Professional/Projects/Plant Disease Predictor/plant_disease_project/raw/Multicrop Disease Dataset/test/images/Insect-Pest-644-_jpg.rf.660e1d79f688aaf33725f62420c7a970.jpg,Multicrop/test,banana_insectpest,Banana - Insectpest,Banana,Insect-Pest-644-_jpg.rf.660e1d79f688aaf33725f62420c7a970.jpg
/home/hari/Professional/Projects/Plant Disease Predictor/plant_disease_project/raw/Multicrop Disease Dataset/test/images/Rust-992-_jpg.rf.5b831c430728cc4ab2e868a401d62164.jpg,Multicrop/test,groundnut_rust,Groundnut - Rust,Groundnut,Rust-992-_jpg.rf.5b831c430728cc4ab2e868a401d62164.jpg
/home/hari/Professional/Projects/Plant Disease Predictor/plant_disease_project/raw/Multicrop Disease Dataset/test/images/IMG-77-_jpg.rf.745566b73dc0ca12d5a8dd7c699e1c35.jpg,Multicrop/test,chilli_healthy,Chilli - Healthy,Chilli,IMG-77-_jpg.rf.745566b73dc0ca12d5a8dd7c699e1c35.jpg
/home/hari/Professional/Projects/Plant Disease Predictor/plant_disease_project/raw/Multicrop Disease Dataset/test/images/Rust-884-_jpg.rf.ace0dc5e0f762676b6140aacafae419f.jpg,Multicrop/test,groundnut_rust,Groundnut - Rust,Groundnut,Rust-884-_jpg.rf.ace0dc5e0f762676b6140aacafae419f.jpg
/home/hari/Professional/Projects/Plant Disease Predictor/plant_disease_project/raw/Multicrop Disease Dataset/test/images/Yellow-and-Black-Sigatoka-75-_jpg.rf.e84f40d1fbcdaa5f1b6a2451396a8f7c.jpg,Multicrop/test,banana_yb_sigatoka,Banana - Yb sigatoka,Banana,Yellow-and-Black-Sigatoka-75-_jpg.rf.e84f40d1fbcdaa5f1b6a2451396a8f7c.jpg
/home/hari/Professional/Projects/Plant Disease Predictor/plant_disease_project/raw/Multicrop Disease Dataset/test/images/Early-Rust-894-_jpg.rf.36d12edc8b61aaec5c5083df06c1c88d.jpg,Multicrop/test,groundnut_early_rust,Groundnut - Early rust,Groundnut,Early-Rust-894-_jpg.rf.36d12edc8b61aaec5c5083df06c1c88d.jpg
/home/hari/Professional/Projects/Plant Disease Predictor/plant_disease_project/raw/Multicrop Disease Dataset/test/images/Rust-999-_jpg.rf.a031e159267c3fa0c46e56700156baca.jpg,Multicrop/test,groundnut_rust,Groundnut - Rust,Groundnut,Rust-999-_jpg.rf.a031e159267c3fa0c46e56700156baca.jpg
/home/hari/Professional/Projects/Plant Disease Predictor/plant_disease_project/raw/Multicrop Disease Dataset/test/images/Late-Leaf-Spot-892-_jpg.rf.7d4d88fdee81964e5abdb35c050cd789.jpg,Multicrop/test,groundnut_late_leaf_spot,Groundnut - Late leaf spot,Groundnut,Late-Leaf-Spot-892-_jpg.rf.7d4d88fdee81964e5abdb35c050cd789.jpg
/home/hari/Professional/Projects/Plant Disease Predictor/plant_disease_project/raw/Multicrop Disease Dataset/test/images/Yellow-and-Black-Sigatoka-956-_jpg.rf.26871293f1840a7af6a3a278d49de57e.jpg,Multicrop/test,banana_yb_sigatoka,Banana - Yb sigatoka,Banana,Yellow-and-Black-Sigatoka-956-_jpg.rf.26871293f1840a7af6a3a278d49de57e.jpg
/home/hari/Professional/Projects/Plant Disease Predictor/plant_disease_project/raw/Multicrop Disease Dataset/test/images/Early-Rust-920-_jpg.rf.0999ec9bbc4b9ded4c6bf96829f1643b.jpg,Multicrop/test,groundnut_early_rust,Groundnut - Early rust,Groundnut,Early-Rust-920-_jpg.rf.0999ec9bbc4b9ded4c6bf96829f1643b.jpg
/home/hari/Professional/Projects/Plant Disease Predictor/plant_disease_project/raw/Multicrop Disease Dataset/test/images/Yellow-and-Black-Sigatoka-810-_jpg.rf.08b7a12dbeb8990ecfa0ec403359508b.jpg,Multicrop/test,banana_yb_sigatoka,Banana - Yb sigatoka,Banana,Yellow-and-Black-Sigatoka-810-_jpg.rf.08b7a12dbeb8990ecfa0ec403359508b.jpg
/home/hari/Professional/Projects/Plant Disease Predictor/plant_disease_project/raw/Multicrop Disease Dataset/test/images/Downey-Mildew-97-_jpg.rf.2902e59ae62db0a008a0c93ca484291c.jpg,Multicrop/test,radish_downey_mildew,Radish - Downey mildew,Radish,Downey-Mildew-97-_jpg.rf.2902e59ae62db0a008a0c93ca484291c.jpg
/home/hari/Professional/Projects/Plant Disease Predictor/plant_disease_project/raw/Multicrop Disease Dataset/test/images/Early-Leaf-Spot-918-_jpg.rf.2b9a7eb51dceb7f87006ad82db9517cd.jpg,Multicrop/test,groundnut_early_leaf_spot,Groundnut - Early leaf spot,Groundnut,Early-Leaf-Spot-918-_jpg.rf.2b9a7eb51dceb7f87006ad82db9517cd.jpg
/home/hari/Professional/Projects/Plant Disease Predictor/plant_disease_project/raw/Multicrop Disease Dataset/test/images/sigatoka-821-_jpeg.rf.e592d7745b2ff80c0b02ef6aef27d21d.jpg,Multicrop/test,banana_sigatoka,Banana - Sigatoka,Banana,sigatoka-821-_jpeg.rf.e592d7745b2ff80c0b02ef6aef27d21d.jpg
/home/hari/Professional/Projects/Plant Disease Predictor/plant_disease_project/raw/Multicrop Disease Dataset/test/images/Rust-919-_jpg.rf.98b8678b7c3b419caa961fd805df2e27.jpg,Multicrop/test,groundnut_rust,Groundnut - Rust,Groundnut,Rust-919-_jpg.rf.98b8678b7c3b419caa961fd805df2e27.jpg
/home/hari/Professional/Projects/Plant Disease Predictor/plant_disease_project/raw/Multicrop Disease Dataset/test/images/Nutirtion-Deficiency-862-_jpg.rf.93f3f26a932179052489eb116a9190f7.jpg,Multicrop/test,groundnut_nutrition_deficiency,Groundnut - Nutrition deficiency,Groundnut,Nutirtion-Deficiency-862-_jpg.rf.93f3f26a932179052489eb116a9190f7.jpg
/home/hari/Professional/Projects/Plant Disease Predictor/plant_disease_project/raw/Multicrop Disease Dataset/test/images/Flea-Beetle-460-_jpg.rf.9679eb61ae6960f362968f94ea960800.jpg,Multicrop/test,radish_flea_beetle,Radish - Flea beetle,Radish,Flea-Beetle-460-_jpg.rf.9679eb61ae6960f362968f94ea960800.jpg
/home/hari/Professional/Projects/Plant Disease Predictor/plant_disease_project/raw/Multicrop Disease Dataset/test/images/Yellow-and-Black-Sigatoka-750-_jpg.rf.6f87140000116021b232ae9cc1e894c0.jpg,Multicrop/test,banana_yb_sigatoka,Banana - Yb sigatoka,Banana,Yellow-and-Black-Sigatoka-750-_jpg.rf.6f87140000116021b232ae9cc1e894c0.jpg
/home/hari/Professional/Projects/Plant Disease Predictor/plant_disease_project/raw/Multicrop Disease Dataset/test/images/Yellow-and-Black-Sigatoka-87-_jpg.rf.0577ea008879f8810a6377353e5971cb.jpg,Multicrop/test,banana_yb_sigatoka,Banana - Yb sigatoka,Banana,Yellow-and-Black-Sigatoka-87-_jpg.rf.0577ea008879f8810a6377353e5971cb.jpg
/home/hari/Professional/Projects/Plant Disease Predictor/plant_disease_project/raw/Multicrop Disease Dataset/test/images/Rust-994-_jpg.rf.caacd0374b9b65a1965ee2feacb25c3c.jpg,Multicrop/test,groundnut_rust,Groundnut - Rust,Groundnut,Rust-994-_jpg.rf.caacd0374b9b65a1965ee2feacb25c3c.jpg
/home/hari/Professional/Projects/Plant Disease Predictor/plant_disease_project/raw/Multicrop Disease Dataset/test/images/IMG-78-_jpg.rf.8e1a3f8deec49254129eaf1be088a4a7.jpg,Multicrop/test,radish_healthy,Radish - Healthy,Radish,IMG-78-_jpg.rf.8e1a3f8deec49254129eaf1be088a4a7.jpg
/home/hari/Professional/Projects/Plant Disease Predictor/plant_disease_project/raw/Multicrop Disease Dataset/test/images/Rust-853-_jpg.rf.775e45634e2bacfe4cdb785447b61f3d.jpg,Multicrop/test,groundnut_rust,Groundnut - Rust,Groundnut,Rust-853-_jpg.rf.775e45634e2bacfe4cdb785447b61f3d.jpg
/home/hari/Professional/Projects/Plant Disease Predictor/plant_disease_project/raw/Multicrop Disease Dataset/test/images/Early-Rust-873-_jpg.rf.27a0f81129bd05953b526b9638c7272f.jpg,Multicrop/test,groundnut_early_rust,Groundnut - Early rust,Groundnut,Early-Rust-873-_jpg.rf.27a0f81129bd05953b526b9638c7272f.jpg
/home/hari/Professional/Projects/Plant Disease Predictor/plant_disease_project/raw/Multicrop Disease Dataset/test/images/Rust-894-_jpg.rf.1c10c1d544584809be6efeeddb899716.jpg,Multicrop/test,groundnut_rust,Groundnut - Rust,Groundnut,Rust-894-_jpg.rf.1c10c1d544584809be6efeeddb899716.jpg
/home/hari/Professional/Projects/Plant Disease Predictor/plant_disease_project/raw/Multicrop Disease Dataset/test/images/IMG-686-_jpg.rf.1615cf22750783e5c1e6719d65f9eb82.jpg,Multicrop/test,banana_healthy,Banana - Healthy,Banana,IMG-686-_jpg.rf.1615cf22750783e5c1e6719d65f9eb82.jpg
/home/hari/Professional/Projects/Plant Disease Predictor/plant_disease_project/raw/Multicrop Disease Dataset/test/images/Rust-958-_jpg.rf.8a9e4981aee1e5a38ebfe29da89d2b99.jpg,Multicrop/test,groundnut_rust,Groundnut - Rust,Groundnut,Rust-958-_jpg.rf.8a9e4981aee1e5a38ebfe29da89d2b99.jpg
/home/hari/Professional/Projects/Plant Disease Predictor/plant_disease_project/raw/Multicrop Disease Dataset/test/images/Bacterial-Spot_-158-_jpg.rf.3fc69a0a1b9a969a91fb9024e1e4a92a.jpg,Multicrop/test,cauliflower_bacterial _spot _rot,Cauliflower - Bacterial  spot  rot,Cauliflower,Bacterial-Spot_-158-_jpg.rf.3fc69a0a1b9a969a91fb9024e1e4a92a.jpg
/home/hari/Professional/Projects/Plant Disease Predictor/plant_disease_project/raw/Multicrop Disease Dataset/test/images/Downey-Mildew-581-_jpg.rf.7ea763270eba044e652854810fc96637.jpg,Multicrop/test,radish_downey_mildew,Radish - Downey mildew,Radish,Downey-Mildew-581-_jpg.rf.7ea763270eba044e652854810fc96637.jpg
/home/hari/Professional/Projects/Plant Disease Predictor/plant_disease_project/raw/Multicrop Disease Dataset/test/images/Nutirtion-Deficiency-994-_jpg.rf.e17f3aeb5d0796c483c3f27dd7628971.jpg,Multicrop/test,groundnut_nutrition_deficiency,Groundnut - Nutrition deficiency,Groundnut,Nutirtion-Deficiency-994-_jpg.rf.e17f3aeb5d0796c483c3f27dd7628971.jpg
/home/hari/Professional/Projects/Plant Disease Predictor/plant_disease_project/raw/Multicrop Disease Dataset/test/images/Bract-Mosaic-Virus-Disease-90-_jpg.rf.9a9b4d64ce77e7ff34c699ed6ad0aa22.jpg,Multicrop/test,banana_bract_mosaic_virus,Banana - Bract mosaic virus,Banana,Bract-Mosaic-Virus-Disease-90-_jpg.rf.9a9b4d64ce77e7ff34c699ed6ad0aa22.jpg
/home/hari/Professional/Projects/Plant Disease Predictor/plant_disease_project/raw/Multicrop Disease Dataset/test/images/Downey-Mildew-583-_jpg.rf.f81dd4f669fadbaab48a3187a8c14425.jpg,Multicrop/test,radish_downey_mildew,Radish - Downey mildew,Radish,Downey-Mildew-583-_jpg.rf.f81dd4f669fadbaab48a3187a8c14425.jpg
/home/hari/Professional/Projects/Plant Disease Predictor/plant_disease_project/raw/Multicrop Disease Dataset/test/images/Downey-Mildew-91-_jpg.rf.2b0a33d40ed1dadaaedba0105fb885eb.jpg,Multicrop/test,radish_downey_mildew,Radish - Downey mildew,Radish,Downey-Mildew-91-_jpg.rf.2b0a33d40ed1dadaaedba0105fb885eb.jpg
/home/hari/Professional/Projects/Plant Disease Predictor/plant_disease_project/raw/Multicrop Disease Dataset/test/images/sigatoka-97-_jpeg.rf.5d4d372a8630fd1f0708d584fe8091de.jpg,Multicrop/test,banana_sigatoka,Banana - Sigatoka,Banana,sigatoka-97-_jpeg.rf.5d4d372a8630fd1f0708d584fe8091de.jpg
/home/hari/Professional/Projects/Plant Disease Predictor/plant_disease_project/raw/Multicrop Disease Dataset/test/images/Early-Leaf-Spot-964-_jpg.rf.a629d4bc97fbd24b4d8c2752e2073ac2.jpg,Multicrop/test,groundnut_early_leaf_spot,Groundnut - Early leaf spot,Groundnut,Early-Leaf-Spot-964-_jpg.rf.a629d4bc97fbd24b4d8c2752e2073ac2.jpg
/home/hari/Professional/Projects/Plant Disease Predictor/plant_disease_project/raw/Multicrop Disease Dataset/test/images/Whitefly-6-_jpg.rf.07cbdf5e7d444e835f5fdf324c878cc7.jpg,Multicrop/test,chilli_whitefly,Chilli - Whitefly,Chilli,Whitefly-6-_jpg.rf.07cbdf5e7d444e835f5fdf324c878cc7.jpg
/home/hari/Professional/Projects/Plant Disease Predictor/plant_disease_project/raw/Multicrop Disease Dataset/test/images/Nutirtion-Deficiency-971-_jpg.rf.27966e8e09a8cb280bb27c3e951c93e7.jpg,Multicrop/test,groundnut_nutrition_deficiency,Groundnut - Nutrition deficiency,Groundnut,Nutirtion-Deficiency-971-_jpg.rf.27966e8e09a8cb280bb27c3e951c93e7.jpg
/home/hari/Professional/Projects/Plant Disease Predictor/plant_disease_project/raw/Multicrop Disease Dataset/test/images/IMG-565-_jpg.rf.f4f99d26ee7886bb37e706d793ae83e1.jpg,Multicrop/test,radish_healthy,Radish - Healthy,Radish,IMG-565-_jpg.rf.f4f99d26ee7886bb37e706d793ae83e1.jpg
/home/hari/Professional/Projects/Plant Disease Predictor/plant_disease_project/raw/Multicrop Disease Dataset/test/images/Early-Leaf-Spot-922-_jpg.rf.44875517e2c128e99e7e07d40631c099.jpg,Multicrop/test,groundnut_early_leaf_spot,Groundnut - Early leaf spot,Groundnut,Early-Leaf-Spot-922-_jpg.rf.44875517e2c128e99e7e07d40631c099.jpg
/home/hari/Professional/Projects/Plant Disease Predictor/plant_disease_project/raw/Multicrop Disease Dataset/test/images/Yellow-and-Black-Sigatoka-836-_jpg.rf.ea18021b7a9a8dd401c4e587e42b7e1e.jpg,Multicrop/test,banana_yb_sigatoka,Banana - Yb sigatoka,Banana,Yellow-and-Black-Sigatoka-836-_jpg.rf.ea18021b7a9a8dd401c4e587e42b7e1e.jpg
/home/hari/Professional/Projects/Plant Disease Predictor/plant_disease_project/raw/Multicrop Disease Dataset/test/images/Early-Rust-919-_jpg.rf.101d8f3247254a0c342439fbadf50ffd.jpg,Multicrop/test,groundnut_early_rust,Groundnut - Early rust,Groundnut,Early-Rust-919-_jpg.rf.101d8f3247254a0c342439fbadf50ffd.jpg
/home/hari/Professional/Projects/Plant Disease Predictor/plant_disease_project/raw/Multicrop Disease Dataset/test/images/Early-Leaf-Spot-899-_jpg.rf.2dcb29ff89941e35426c5a13a524e613.jpg,Multicrop/test,groundnut_early_leaf_spot,Groundnut - Early leaf spot,Groundnut,Early-Leaf-Spot-899-_jpg.rf.2dcb29ff89941e35426c5a13a524e613.jpg
/home/hari/Professional/Projects/Plant Disease Predictor/plant_disease_project/raw/Multicrop Disease Dataset/test/images/Nutirtion-Deficiency-915-_jpg.rf.f06543fc9b4d415f0286b4038db42488.jpg,Multicrop/test,groundnut_nutrition_deficiency,Groundnut - Nutrition deficiency,Groundnut,Nutirtion-Deficiency-915-_jpg.rf.f06543fc9b4d415f0286b4038db42488.jpg
/home/hari/Professional/Projects/Plant Disease Predictor/plant_disease_project/raw/Multicrop Disease Dataset/test/images/IMG-57-_jpg.rf.743e44026e22fe0d3f46de1420050614.jpg,Multicrop/test,chilli_healthy,Chilli - Healthy,Chilli,IMG-57-_jpg.rf.743e44026e22fe0d3f46de1420050614.jpg
/home/hari/Professional/Projects/Plant Disease Predictor/plant_disease_project/raw/Multicrop Disease Dataset/test/images/Late-Leaf-Spot-851-_jpg.rf.1ac5d44ae8509d8a099f030f78474979.jpg,Multicrop/test,groundnut_late_leaf_spot,Groundnut - Late leaf spot,Groundnut,Late-Leaf-Spot-851-_jpg.rf.1ac5d44ae8509d8a099f030f78474979.jpg
/home/hari/Professional/Projects/Plant Disease Predictor/plant_disease_project/raw/Multicrop Disease Dataset/test/images/Early-Leaf-Spot-882-_jpg.rf.b2e90eaf15d9a1e26da200b4f0cd2d24.jpg,Multicrop/test,groundnut_early_leaf_spot,Groundnut - Early leaf spot,Groundnut,Early-Leaf-Spot-882-_jpg.rf.b2e90eaf15d9a1e26da200b4f0cd2d24.jpg
/home/hari/Professional/Projects/Plant Disease Predictor/plant_disease_project/raw/Multicrop Disease Dataset/test/images/IMG-9-_jpg.rf.68161de864e1aed6f619cf49cbe6b299.jpg,Multicrop/test,chilli_healthy,Chilli - Healthy,Chilli,IMG-9-_jpg.rf.68161de864e1aed6f619cf49cbe6b299.jpg
/home/hari/Professional/Projects/Plant Disease Predictor/plant_disease_project/raw/Multicrop Disease Dataset/test/images/Late-Leaf-Spot-885-_jpg.rf.3cb7d289e0956f88263aa3341c2831da.jpg,Multicrop/test,groundnut_late_leaf_spot,Groundnut - Late leaf spot,Groundnut,Late-Leaf-Spot-885-_jpg.rf.3cb7d289e0956f88263aa3341c2831da.jpg
/home/hari/Professional/Projects/Plant Disease Predictor/plant_disease_project/raw/Multicrop Disease Dataset/test/images/IMG-72-_jpg.rf.5401920ba7199c93dcb6d1a47da11a1d.jpg,Multicrop/test,banana_healthy,Banana - Healthy,Banana,IMG-72-_jpg.rf.5401920ba7199c93dcb6d1a47da11a1d.jpg
/home/hari/Professional/Projects/Plant Disease Predictor/plant_disease_project/raw/Multicrop Disease Dataset/test/images/Rust-972-_jpg.rf.100b7ddcc487ba5cbb0ea3a2e4296625.jpg,Multicrop/test,groundnut_rust,Groundnut - Rust,Groundnut,Rust-972-_jpg.rf.100b7ddcc487ba5cbb0ea3a2e4296625.jpg
/home/hari/Professional/Projects/Plant Disease Predictor/plant_disease_project/raw/Multicrop Disease Dataset/test/images/Downey-Mildew-586-_jpg.rf.bd3046755010860f31228f8c46f2fe84.jpg,Multicrop/test,radish_downey_mildew,Radish - Downey mildew,Radish,Downey-Mildew-586-_jpg.rf.bd3046755010860f31228f8c46f2fe84.jpg
/home/hari/Professional/Projects/Plant Disease Predictor/plant_disease_project/raw/Multicrop Disease Dataset/test/images/Mosaic-Virus-545-_jpg.rf.1be3fbfdb3f54d8efe1c2cdb56d499f4.jpg,Multicrop/test,radish_mosaic,Radish - Mosaic,Radish,Mosaic-Virus-545-_jpg.rf.1be3fbfdb3f54d8efe1c2cdb56d499f4.jpg
/home/hari/Professional/Projects/Plant Disease Predictor/plant_disease_project/raw/Multicrop Disease Dataset/test/images/Yellow-and-Black-Sigatoka-881-_jpg.rf.f67a2da5a9c71fd567d8db090c082393.jpg,Multicrop/test,banana_yb_sigatoka,Banana - Yb sigatoka,Banana,Yellow-and-Black-Sigatoka-881-_jpg.rf.f67a2da5a9c71fd567d8db090c082393.jpg
/home/hari/Professional/Projects/Plant Disease Predictor/plant_disease_project/raw/Multicrop Disease Dataset/test/images/Panama-917-_jpg.rf.b6693854515caa7b8244fcbb46859be1.jpg,Multicrop/test,banana_panama,Banana - Panama,Banana,Panama-917-_jpg.rf.b6693854515caa7b8244fcbb46859be1.jpg
/home/hari/Professional/Projects/Plant Disease Predictor/plant_disease_project/raw/Multicrop Disease Dataset/test/images/Mosaic-Virus-510-_jpg.rf.ce6461d6b73e7021ddbffcc606fd4f14.jpg,Multicrop/test,radish_mosaic,Radish - Mosaic,Radish,Mosaic-Virus-510-_jpg.rf.ce6461d6b73e7021ddbffcc606fd4f14.jpg
/home/hari/Professional/Projects/Plant Disease Predictor/plant_disease_project/raw/Multicrop Disease Dataset/test/images/IMG-567-_jpg.rf.42e5d524f704fad6dab98fa1758618d2.jpg,Multicrop/test,radish_healthy,Radish - Healthy,Radish,IMG-567-_jpg.rf.42e5d524f704fad6dab98fa1758618d2.jpg
/home/hari/Professional/Projects/Plant Disease Predictor/plant_disease_project/raw/Multicrop Disease Dataset/test/images/Yellow-and-Black-Sigatoka-737-_jpg.rf.32626e92256e17d3aa2cc30ec9e98f4f.jpg,Multicrop/test,banana_yb_sigatoka,Banana - Yb sigatoka,Banana,Yellow-and-Black-Sigatoka-737-_jpg.rf.32626e92256e17d3aa2cc30ec9e98f4f.jpg
/home/hari/Professional/Projects/Plant Disease Predictor/plant_disease_project/raw/Multicrop Disease Dataset/test/images/Panama-980-_jpg.rf.5a70e318468d856d4c8494b419a90b75.jpg,Multicrop/test,banana_panama,Banana - Panama,Banana,Panama-980-_jpg.rf.5a70e318468d856d4c8494b419a90b75.jpg
/home/hari/Professional/Projects/Plant Disease Predictor/plant_disease_project/raw/Multicrop Disease Dataset/test/images/Mosaic-Virus-59-_jpg.rf.e17534f9f11ef5ff0751d0c15818883b.jpg,Multicrop/test,radish_mosaic,Radish - Mosaic,Radish,Mosaic-Virus-59-_jpg.rf.e17534f9f11ef5ff0751d0c15818883b.jpg
/home/hari/Professional/Projects/Plant Disease Predictor/plant_disease_project/raw/Multicrop Disease Dataset/test/images/Rust-929-_jpg.rf.f1a01c41415922436905d3cad4622ef5.jpg,Multicrop/test,groundnut_rust,Groundnut - Rust,Groundnut,Rust-929-_jpg.rf.f1a01c41415922436905d3cad4622ef5.jpg
/home/hari/Professional/Projects/Plant Disease Predictor/plant_disease_project/raw/Multicrop Disease Dataset/test/images/Yellow-and-Black-Sigatoka-886-_jpg.rf.f0fbf02886c75655b4bae9ba98705ba3.jpg,Multicrop/test,banana_yb_sigatoka,Banana - Yb sigatoka,Banana,Yellow-and-Black-Sigatoka-886-_jpg.rf.f0fbf02886c75655b4bae9ba98705ba3.jpg
/home/hari/Professional/Projects/Plant Disease Predictor/plant_disease_project/raw/Multicrop Disease Dataset/test/images/IMG-382-_jpg.rf.a3df6a1106974119c384a2b53b748b89.jpg,Multicrop/test,groundnut_healthy,Groundnut - Healthy,Groundnut,IMG-382-_jpg.rf.a3df6a1106974119c384a2b53b748b89.jpg
/home/hari/Professional/Projects/Plant Disease Predictor/plant_disease_project/raw/Multicrop Disease Dataset/test/images/pestalotiopsis-68-_jpeg.rf.a8bf8f095c848b448e63a8d4fea9cb3c.jpg,Multicrop/test,banana_pestalotiopsis,Banana - Pestalotiopsis,Banana,pestalotiopsis-68-_jpeg.rf.a8bf8f095c848b448e63a8d4fea9cb3c.jpg
/home/hari/Professional/Projects/Plant Disease Predictor/plant_disease_project/raw/Multicrop Disease Dataset/test/images/IMG-60-_jpg.rf.e95d2747b6a09e99e35da680bb26a6f1.jpg,Multicrop/test,radish_healthy,Radish - Healthy,Radish,IMG-60-_jpg.rf.e95d2747b6a09e99e35da680bb26a6f1.jpg
/home/hari/Professional/Projects/Plant Disease Predictor/plant_disease_project/raw/Multicrop Disease Dataset/test/images/Yellow-and-Black-Sigatoka-872-_jpg.rf.7f72c03813952c7f554730196cb66967.jpg,Multicrop/test,banana_yb_sigatoka,Banana - Yb sigatoka,Banana,Yellow-and-Black-Sigatoka-872-_jpg.rf.7f72c03813952c7f554730196cb66967.jpg
/home/hari/Professional/Projects/Plant Disease Predictor/plant_disease_project/raw/Multicrop Disease Dataset/test/images/Early-Leaf-Spot-915-_jpg.rf.f3f90faa5539a3347e0aa1a7a35a65b9.jpg,Multicrop/test,groundnut_early_leaf_spot,Groundnut - Early leaf spot,Groundnut,Early-Leaf-Spot-915-_jpg.rf.f3f90faa5539a3347e0aa1a7a35a65b9.jpg
/home/hari/Professional/Projects/Plant Disease Predictor/plant_disease_project/raw/Multicrop Disease Dataset/test/images/Early-Leaf-Spot-891-_jpg.rf.ecfc4ed22ae3812a82e2742b34f55043.jpg,Multicrop/test,groundnut_early_leaf_spot,Groundnut - Early leaf spot,Groundnut,Early-Leaf-Spot-891-_jpg.rf.ecfc4ed22ae3812a82e2742b34f55043.jpg
/home/hari/Professional/Projects/Plant Disease Predictor/plant_disease_project/raw/Multicrop Disease Dataset/test/images/Early-Leaf-Spot-992-_jpg.rf.ee9f4cfbc726dd901c4b34c85cb5788c.jpg,Multicrop/test,groundnut_early_leaf_spot,Groundnut - Early leaf spot,Groundnut,Early-Leaf-Spot-992-_jpg.rf.ee9f4cfbc726dd901c4b34c85cb5788c.jpg
/home/hari/Professional/Projects/Plant Disease Predictor/plant_disease_project/raw/Multicrop Disease Dataset/test/images/Bract-Mosaic-Virus-Disease-44-_jpg.rf.5f24197bdfef1c4f479def46c11b81f2.jpg,Multicrop/test,banana_bract_mosaic_virus,Banana - Bract mosaic virus,Banana,Bract-Mosaic-Virus-Disease-44-_jpg.rf.5f24197bdfef1c4f479def46c11b81f2.jpg
/home/hari/Professional/Projects/Plant Disease Predictor/plant_disease_project/raw/Multicrop Disease Dataset/test/images/IMG-73-_jpg.rf.6710823067bdf9076d50358765675eda.jpg,Multicrop/test,radish_healthy,Radish - Healthy,Radish,IMG-73-_jpg.rf.6710823067bdf9076d50358765675eda.jpg
/home/hari/Professional/Projects/Plant Disease Predictor/plant_disease_project/raw/Multicrop Disease Dataset/test/images/Late-Leaf-Spot-890-_jpg.rf.6eaf33f2cfb3cbc639f16895dfb54a51.jpg,Multicrop/test,groundnut_late_leaf_spot,Groundnut - Late leaf spot,Groundnut,Late-Leaf-Spot-890-_jpg.rf.6eaf33f2cfb3cbc639f16895dfb54a51.jpg
/home/hari/Professional/Projects/Plant Disease Predictor/plant_disease_project/raw/Multicrop Disease Dataset/test/images/Early-Leaf-Spot-9-_jpg.rf.a1e287af47184947ee5a8f05da2f1129.jpg,Multicrop/test,groundnut_early_leaf_spot,Groundnut - Early leaf spot,Groundnut,Early-Leaf-Spot-9-_jpg.rf.a1e287af47184947ee5a8f05da2f1129.jpg
